application/vnd.hzn-3d-crossword	.x3d
video/vnd.dece.hd	.uvh
video/vnd.dece.mobile	.uvm
video/vnd.uvvu.mp4	.uvu
video/vnd.dece.pd	.uvp
video/vnd.dece.sd	.uvs
video/vnd.dece.video	.uvv
application/x-dvi	.dvi
application/vnd.fdsn.seed	.seed
application/x-dtbook+xml	.dtb
application/x-dtbresource+xml	.res
application/vnd.dvb.ait	.ait
application/vnd.dvb.service	.svc
audio/vnd.digital-winds	.eol
image/vnd.djvu	.djvu
application/xml-dtd	.dtd
application/vnd.dolby.mlp	.mlp
application/x-doom	.wad
application/vnd.dpgraph	.dpg
audio/vnd.dra	.dra
application/vnd.dreamfactory	.dfac
audio/vnd.dts	.dts
audio/vnd.dts.hd	.dtshd
image/vnd.dwg	.dwg
application/vnd.dynageo	.geo
application/ecmascript	.es
application/vnd.ecowin.chart	.mag
image/vnd.fujixerox.edmics-mmr	.mmr
image/vnd.fujixerox.edmics-rlc	.rlc
application/exi	.exi
application/vnd.proteus.magazine	.mgz
application/epub+zip	.epub
message/rfc822	.eml
application/vnd.enliven	.nml
application/vnd.is-xpr	.xpr
image/vnd.xiff	.xif
application/vnd.xfdl	.xfdl
application/emma+xml	.emma
application/vnd.ezpix-album	.ez2
application/vnd.ezpix-package	.ez3
image/vnd.fst	.fst
video/vnd.fvt	.fvt
image/vnd.fastbidsheet	.fbs
application/vnd.denovo.fcselayout-link	.fe_launch
video/x-f4v	.f4v
video/x-flv	.flv
image/vnd.fpx	.fpx
image/vnd.net-fpx	.npx
text/vnd.fmi.flexstor	.flx
video/x-fli	.fli
application/vnd.fluxtime.clip	.ftc
application/vnd.fdf	.fdf
text/x-fortran	.f
application/vnd.mif	.mif
application/vnd.framemaker	.fm
image/x-freehand	.fh
application/vnd.fsc.weblaunch	.fsc
application/vnd.frogans.fnc	.fnc
application/vnd.frogans.ltf	.ltf
application/vnd.fujixerox.ddd	.ddd
application/vnd.fujixerox.docuworks	.xdw
application/vnd.fujixerox.docuworks.binder	.xbd
application/vnd.fujitsu.oasys	.oas
application/vnd.fujitsu.oasys2	.oa2
application/vnd.fujitsu.oasys3	.oa3
application/vnd.fujitsu.oasysgp	.fg5
application/vnd.fujitsu.oasysprs	.bh2
application/x-futuresplash	.spl
application/vnd.fuzzysheet	.fzs
image/g3fax	.g3
application/vnd.gmx	.gmx
model/vnd.gtw	.gtw
application/vnd.genomatix.tuxedo	.txd
application/vnd.geogebra.file	.ggb
application/vnd.geogebra.tool	.ggt
model/vnd.gdl	.gdl
application/vnd.geometry-explorer	.gex
application/vnd.geonext	.gxt
application/vnd.geoplan	.g2w
application/vnd.geospace	.g3w
application/x-font-ghostscript	.gsf
application/x-font-bdf	.bdf
application/x-gtar	.gtar
application/x-texinfo	.texinfo
application/x-gnumeric	.gnumeric
application/vnd.google-earth.kml+xml	.kml
application/vnd.google-earth.kmz	.kmz
application/vnd.grafeq	.gqf
image/gif	.gif
text/vnd.graphviz	.gv
application/vnd.groove-account	.gac
application/vnd.groove-help	.ghf
application/vnd.groove-identity-message	.gim
application/vnd.groove-injector	.grv
application/vnd.groove-tool-message	.gtm
application/vnd.groove-tool-template	.tpl
application/vnd.groove-vcard	.vcg
video/h261	.h261
video/h263	.h263
video/h264	.h264
application/vnd.hp-hpid	.hpid
application/vnd.hp-hps	.hps
application/x-hdf	.hdf
audio/vnd.rip	.rip
application/vnd.hbci	.hbci
application/vnd.hp-jlyt	.jlt
application/vnd.hp-pcl	.pcl
application/vnd.hp-hpgl	.hpgl
application/vnd.yamaha.hv-script	.hvs
application/vnd.yamaha.hv-dic	.hvd
application/vnd.yamaha.hv-voice	.hvp
application/vnd.hydrostatix.sof-data	.sfd-hdstx
application/hyperstudio	.stk
application/vnd.hal+xml	.hal
text/html	.html
application/vnd.ibm.rights-management	.irm
application/vnd.ibm.secure-container	.sc
text/calendar	.ics
application/vnd.iccprofile	.icc
image/x-icon	.ico
application/vnd.igloader	.igl
image/ief	.ief
application/vnd.immervision-ivp	.ivp
application/vnd.immervision-ivu	.ivu
application/reginfo+xml	.rif
text/vnd.in3d.3dml	.3dml
text/vnd.in3d.spot	.spot
model/iges	.igs
application/vnd.intergeo	.i2g
application/vnd.cinderella	.cdy
application/vnd.intercon.formnet	.xpw
application/vnd.isac.fcs	.fcs
application/ipfix	.ipfix
application/pkix-cert	.cer
application/pkixcmp	.pki
application/pkix-crl	.crl
application/pkix-pkipath	.pkipath
application/vnd.insors.igm	.igm
application/vnd.ipunplugged.rcprofile	.rcprofile
application/vnd.irepository.package+xml	.irp
text/vnd.sun.j2me.app-descriptor	.jad
application/java-archive	.jar
application/java-vm	.class
application/x-java-jnlp-file	.jnlp
application/java-serialized-object	.ser
text/x-java-source,java	.java
application/vnd.joost.joda-archive	.joda
video/jpm	.jpm
application/javascript	.js
application/json	.json
image/jpeg	.jpeg, .jpg
video/jpeg	.jpgv
application/vnd.kahootz	.ktz
application/vnd.chipnuts.karaoke-mmd	.mmd
application/vnd.kde.karbon	.karbon
application/vnd.kde.kchart	.chrt
application/vnd.kde.kformula	.kfo
application/vnd.kde.kivio	.flw
application/vnd.kde.kontour	.kon
application/vnd.kde.kpresenter	.kpr
application/vnd.kde.kspread	.ksp
application/vnd.kde.kword	.kwd
application/vnd.kenameaapp	.htke
application/vnd.kidspiration	.kia
application/vnd.kinar	.kne
application/vnd.kodak-descriptor	.sse
application/vnd.las.las+xml	.lasxml
application/x-latex	.latex
application/vnd.llamagraphics.life-balance.desktop	.lbd
application/vnd.llamagraphics.life-balance.exchange+xml	.lbe
application/vnd.jam	.jam
application/vnd.lotus-1-2-3	0.123
application/vnd.lotus-approach	.apr
application/vnd.lotus-freelance	.pre
application/vnd.lotus-notes	.nsf
application/vnd.lotus-organizer	.org
application/vnd.lotus-screencam	.scm
application/vnd.lotus-wordpro	.lwp
audio/vnd.lucent.voice	.lvp
audio/x-mpegurl	.m3u
video/x-m4v	.m4v
application/mac-binhex40	.hqx
application/vnd.macports.portpkg	.portpkg
application/vnd.osgeo.mapguide.package	.mgp
application/marc	.mrc
application/marcxml+xml	.mrcx
application/mxf	.mxf
application/vnd.wolfram.player	.nbp
application/mathematica	.ma
application/mathml+xml	.mathml
application/mbox	.mbox
application/vnd.medcalcdata	.mc1
application/mediaservercontrol+xml	.mscml
application/vnd.mediastation.cdkey	.cdkey
application/vnd.mfer	.mwf
application/vnd.mfmp	.mfm
model/mesh	.msh
application/mads+xml	.mads
application/mets+xml	.mets
application/mods+xml	.mods
application/metalink4+xml	.meta4
application/vnd.ms-powerpoint.template.macroenabled.12	.potm
application/vnd.ms-word.document.macroenabled.12	.docm
application/vnd.ms-word.template.macroenabled.12	.dotm
application/vnd.mcd	.mcd
application/vnd.micrografx.flo	.flo
application/vnd.micrografx.igx	.igx
application/vnd.eszigno3+xml	.es3
application/x-msaccess	.mdb
video/x-ms-asf	.asf
application/x-msdownload	.exe
application/vnd.ms-artgalry	.cil
application/vnd.ms-cab-compressed	.cab
application/vnd.ms-ims	.ims
application/x-ms-application	.application
application/x-msclip	.clp
image/vnd.ms-modi	.mdi
application/vnd.ms-fontobject	.eot
application/vnd.ms-excel	.xls
application/vnd.ms-excel.addin.macroenabled.12	.xlam
application/vnd.ms-excel.sheet.binary.macroenabled.12	.xlsb
application/vnd.ms-excel.template.macroenabled.12	.xltm
application/vnd.ms-excel.sheet.macroenabled.12	.xlsm
application/vnd.ms-htmlhelp	.chm
application/x-mscardfile	.crd
application/vnd.ms-lrm	.lrm
application/x-msmediaview	.mvb
application/x-msmoney	.mny
application/vnd.openxmlformats-officedocument.presentationml.presentation	.pptx
application/vnd.openxmlformats-officedocument.presentationml.slide	.sldx
application/vnd.openxmlformats-officedocument.presentationml.slideshow	.ppsx
application/vnd.openxmlformats-officedocument.presentationml.template	.potx
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	.xlsx
application/vnd.openxmlformats-officedocument.spreadsheetml.template	.xltx
application/vnd.openxmlformats-officedocument.wordprocessingml.document	.docx
application/vnd.openxmlformats-officedocument.wordprocessingml.template	.dotx
application/x-msbinder	.obd
application/vnd.ms-officetheme	.thmx
application/onenote	.onetoc
audio/vnd.ms-playready.media.pya	.pya
video/vnd.ms-playready.media.pyv	.pyv
application/vnd.ms-powerpoint	.ppt
application/vnd.ms-powerpoint.addin.macroenabled.12	.ppam
application/vnd.ms-powerpoint.slide.macroenabled.12	.sldm
application/vnd.ms-powerpoint.presentation.macroenabled.12	.pptm
application/vnd.ms-powerpoint.slideshow.macroenabled.12	.ppsm
application/vnd.ms-project	.mpp
application/x-mspublisher	.pub
application/x-msschedule	.scd
application/x-silverlight-app	.xap
application/vnd.ms-pki.stl	.stl
application/vnd.ms-pki.seccat	.cat
application/vnd.visio	.vsd
video/x-ms-wm	.wm
audio/x-ms-wma	.wma
audio/x-ms-wax	.wax
video/x-ms-wmx	.wmx
application/x-ms-wmd	.wmd
application/vnd.ms-wpl	.wpl
application/x-ms-wmz	.wmz
video/x-ms-wmv	.wmv
video/x-ms-wvx	.wvx
application/x-msmetafile	.wmf
application/x-msterminal	.trm
application/msword	.doc
application/x-mswrite	.wri
application/vnd.ms-works	.wps
application/x-ms-xbap	.xbap
application/vnd.ms-xpsdocument	.xps
audio/midi	.mid
application/vnd.ibm.minipay	.mpy
application/vnd.ibm.modcap	.afp
application/vnd.jcp.javame.midlet-rms	.rms
application/vnd.tmobile-livetv	.tmo
application/x-mobipocket-ebook	.prc
application/vnd.mobius.mbk	.mbk
application/vnd.mobius.dis	.dis
application/vnd.mobius.plc	.plc
application/vnd.mobius.mqy	.mqy
application/vnd.mobius.msl	.msl
application/vnd.mobius.txf	.txf
application/vnd.mobius.daf	.daf
text/vnd.fly	.fly
application/vnd.mophun.certificate	.mpc
application/vnd.mophun.application	.mpn
video/mj2	.mj2
audio/mpeg	.mpga
video/vnd.mpegurl	.mxu
video/mpeg	.mpeg
application/mp21	.m21
audio/mp4	.mp4a
video/mp4	.mp4
application/mp4	.mp4
application/vnd.apple.mpegurl	.m3u8
application/vnd.musician	.mus
application/vnd.muvee.style	.msty
application/xv+xml	.mxml
application/vnd.nokia.n-gage.data	.ngdat
application/vnd.nokia.n-gage.symbian.install	.n-gage
application/x-dtbncx+xml	.ncx
application/x-netcdf	.nc
application/vnd.neurolanguage.nlu	.nlu
application/vnd.dna	.dna
application/vnd.noblenet-directory	.nnd
application/vnd.noblenet-sealer	.nns
application/vnd.noblenet-web	.nnw
application/vnd.nokia.radio-preset	.rpst
application/vnd.nokia.radio-presets	.rpss
text/n3	.n3
application/vnd.novadigm.edm	.edm
application/vnd.novadigm.edx	.edx
application/vnd.novadigm.ext	.ext
application/vnd.flographit	.gph
audio/vnd.nuera.ecelp4800	.ecelp4800
audio/vnd.nuera.ecelp7470	.ecelp7470
audio/vnd.nuera.ecelp9600	.ecelp9600
application/oda	.oda
application/ogg	.ogx
audio/ogg	.oga
video/ogg	.ogv
application/vnd.oma.dd2+xml	.dd2
application/vnd.oasis.opendocument.text-web	.oth
application/oebps-package+xml	.opf
application/vnd.intu.qbo	.qbo
application/vnd.openofficeorg.extension	.oxt
application/vnd.yamaha.openscoreformat	.osf
audio/webm	.weba
video/webm	.webm
application/vnd.oasis.opendocument.chart	.odc
application/vnd.oasis.opendocument.chart-template	.otc
application/vnd.oasis.opendocument.database	.odb
application/vnd.oasis.opendocument.formula	.odf
application/vnd.oasis.opendocument.formula-template	.odft
application/vnd.oasis.opendocument.graphics	.odg
application/vnd.oasis.opendocument.graphics-template	.otg
application/vnd.oasis.opendocument.image	.odi
application/vnd.oasis.opendocument.image-template	.oti
application/vnd.oasis.opendocument.presentation	.odp
application/vnd.oasis.opendocument.presentation-template	.otp
application/vnd.oasis.opendocument.spreadsheet	.ods
application/vnd.oasis.opendocument.spreadsheet-template	.ots
application/vnd.oasis.opendocument.text	.odt
application/vnd.oasis.opendocument.text-master	.odm
application/vnd.oasis.opendocument.text-template	.ott
image/ktx	.ktx
application/vnd.sun.xml.calc	.sxc
application/vnd.sun.xml.calc.template	.stc
application/vnd.sun.xml.draw	.sxd
application/vnd.sun.xml.draw.template	.std
application/vnd.sun.xml.impress	.sxi
application/vnd.sun.xml.impress.template	.sti
application/vnd.sun.xml.math	.sxm
application/vnd.sun.xml.writer	.sxw
application/vnd.sun.xml.writer.global	.sxg
application/vnd.sun.xml.writer.template	.stw
application/x-font-otf	.otf
application/vnd.yamaha.openscoreformat.osfpvg+xml	.osfpvg
application/vnd.osgi.dp	.dp
application/vnd.palm	.pdb
text/x-pascal	.p
application/vnd.pawaafile	.paw
application/vnd.hp-pclxl	.pclxl
application/vnd.picsel	.efif
image/x-pcx	.pcx
image/vnd.adobe.photoshop	.psd
application/pics-rules	.prf
image/x-pict	.pic
application/x-chat	.chat
application/pkcs10	.p10
application/x-pkcs12	.p12
application/pkcs7-mime	.p7m
application/pkcs7-signature	.p7s
application/x-pkcs7-certreqresp	.p7r
application/x-pkcs7-certificates	.p7b
application/pkcs8	.p8
application/vnd.pocketlearn	.plf
image/x-portable-anymap	.pnm
image/x-portable-bitmap	.pbm
application/x-font-pcf	.pcf
application/font-tdpfr	.pfr
application/x-chess-pgn	.pgn
image/x-portable-graymap	.pgm
image/png	.png
image/x-portable-pixmap	.ppm
application/pskc+xml	.pskcxml
application/vnd.ctc-posml	.pml
application/postscript	.ai
application/x-font-type1	.pfa
application/vnd.powerbuilder6	.pbd
application/pgp-encrypted	.pgp
application/pgp-signature	.pgp
application/vnd.previewsystems.box	.box
application/vnd.pvi.ptid1	.ptid
application/pls+xml	.pls
application/vnd.pg.format	.str
application/vnd.pg.osasli	.ei6
text/prs.lines.tag	.dsc
application/x-font-linux-psf	.psf
application/vnd.publishare-delta-tree	.qps
application/vnd.pmi.widget	.wg
application/vnd.quark.quarkxpress	.qxd
application/vnd.epson.esf	.esf
application/vnd.epson.msf	.msf
application/vnd.epson.ssf	.ssf
application/vnd.epson.quickanime	.qam
application/vnd.intu.qfx	.qfx
video/quicktime	.qt
application/x-rar-compressed	.rar
audio/x-pn-realaudio	.ram
audio/x-pn-realaudio-plugin	.rmp
application/rsd+xml	.rsd
application/vnd.rn-realmedia	.rm
application/vnd.realvnc.bed	.bed
application/vnd.recordare.musicxml	.mxl
application/vnd.recordare.musicxml+xml	.musicxml
application/relax-ng-compact-syntax	.rnc
application/vnd.data-vision.rdz	.rdz
application/rdf+xml	.rdf
application/vnd.cloanto.rp9	.rp9
application/vnd.jisp	.jisp
application/rtf	.rtf
text/richtext	.rtx
application/vnd.route66.link66+xml	.link66
application/rss+xml	.rss, .xml
application/shf+xml	.shf
application/vnd.sailingtracker.track	.st
image/svg+xml	.svg
application/vnd.sus-calendar	.sus
application/sru+xml	.sru
application/set-payment-initiation	.setpay
application/set-registration-initiation	.setreg
application/vnd.sema	.sema
application/vnd.semd	.semd
application/vnd.semf	.semf
application/vnd.seemail	.see
application/x-font-snf	.snf
application/scvp-vp-request	.spq
application/scvp-vp-response	.spp
application/scvp-cv-request	.scq
application/scvp-cv-response	.scs
application/sdp	.sdp
text/x-setext	.etx
video/x-sgi-movie	.movie
application/vnd.shana.informed.formdata	.ifm
application/vnd.shana.informed.formtemplate	.itp
application/vnd.shana.informed.interchange	.iif
application/vnd.shana.informed.package	.ipk
application/thraud+xml	.tfi
application/x-shar	.shar
image/x-rgb	.rgb
application/vnd.epson.salt	.slt
application/vnd.accpac.simply.aso	.aso
application/vnd.accpac.simply.imp	.imp
application/vnd.simtech-mindmapper	.twd
application/vnd.commonspace	.csp
application/vnd.yamaha.smaf-audio	.saf
application/vnd.smaf	.mmf
application/vnd.yamaha.smaf-phrase	.spf
application/vnd.smart.teacher	.teacher
application/vnd.svd	.svd
application/sparql-query	.rq
application/sparql-results+xml	.srx
application/srgs	.gram
application/srgs+xml	.grxml
application/ssml+xml	.ssml
application/vnd.koan	.skp
text/sgml	.sgml
application/vnd.stardivision.calc	.sdc
application/vnd.stardivision.draw	.sda
application/vnd.stardivision.impress	.sdd
application/vnd.stardivision.math	.smf
application/vnd.stardivision.writer	.sdw
application/vnd.stardivision.writer-global	.sgl
application/vnd.stepmania.stepchart	.sm
application/x-stuffit	.sit
application/x-stuffitx	.sitx
application/vnd.solent.sdkm+xml	.sdkm
application/vnd.olpc-sugar	.xo
audio/basic	.au
application/vnd.wqd	.wqd
application/vnd.symbian.install	.sis
application/smil+xml	.smi
application/vnd.syncml+xml	.xsm
application/vnd.syncml.dm+wbxml	.bdm
application/vnd.syncml.dm+xml	.xdm
application/x-sv4cpio	.sv4cpio
application/x-sv4crc	.sv4crc
application/sbml+xml	.sbml
text/tab-separated-values	.tsv
image/tiff	.tiff
application/vnd.tao.intent-module-archive	.tao
application/x-tar	.tar
application/x-tcl	.tcl
application/x-tex	.tex
application/x-tex-tfm	.tfm
application/tei+xml	.tei
text/plain	.txt
application/vnd.spotfire.dxp	.dxp
application/vnd.spotfire.sfs	.sfs
application/timestamped-data	.tsd
application/vnd.trid.tpt	.tpt
application/vnd.triscape.mxs	.mxs
text/troff	.t
application/vnd.trueapp	.tra
application/x-font-ttf	.ttf
text/turtle	.ttl
application/vnd.umajin	.umj
application/vnd.uoml+xml	.uoml
application/vnd.unity	.unityweb
application/vnd.ufdl	.ufd
text/uri-list	.uri
application/vnd.uiq.theme	.utz
application/x-ustar	.ustar
text/x-uuencode	.uu
text/x-vcalendar	.vcs
text/x-vcard	.vcf
application/x-cdlink	.vcd
application/vnd.vsf	.vsf
model/vrml	.wrl
application/vnd.vcx	.vcx
model/vnd.mts	.mts
model/vnd.vtu	.vtu
application/vnd.visionary	.vis
video/vnd.vivo	.viv
application/ccxml+xml,	.ccxml
application/voicexml+xml	.vxml
application/x-wais-source	.src
application/vnd.wap.wbxml	.wbxml
image/vnd.wap.wbmp	.wbmp
audio/x-wav	.wav
application/davmount+xml	.davmount
application/x-font-woff	.woff
application/wspolicy+xml	.wspolicy
image/webp	.webp
application/vnd.webturbo	.wtb
application/widget	.wgt
application/winhlp	.hlp
text/vnd.wap.wml	.wml
text/vnd.wap.wmlscript	.wmls
application/vnd.wap.wmlscriptc	.wmlsc
application/vnd.wordperfect	.wpd
application/vnd.wt.stf	.stf
application/wsdl+xml	.wsdl
image/x-xbitmap	.xbm
image/x-xpixmap	.xpm
image/x-xwindowdump	.xwd
application/x-x509-ca-cert	.der
application/x-xfig	.fig
application/xhtml+xml	.xhtml
application/xml	.xml
application/xcap-diff+xml	.xdf
application/xenc+xml	.xenc
application/patch-ops-error+xml	.xer
application/resource-lists+xml	.rl
application/rls-services+xml	.rs
application/resource-lists-diff+xml	.rld
application/xslt+xml	.xslt
application/xop+xml	.xop
application/x-xpinstall	.xpi
application/xspf+xml	.xspf
application/vnd.mozilla.xul+xml	.xul
chemical/x-xyz	.xyz
text/yaml	.yaml
application/yang	.yang
application/yin+xml	.yin
application/vnd.zul	.zir
application/zip	.zip
application/vnd.handheld-entertainment+xml	.zmm
application/vnd.zzazz.deck+xml	.zaz
x-world/x-3dmf	.3dm
x-world/x-3dmf	.3dmf
application/octet-stream	.a
application/x-authorware-bin	.aab
application/x-authorware-map	.aam
application/x-authorware-seg	.aas
text/vnd.abc	.abc
text/html	.acgi
video/animaflex	.afl
application/postscript	.ai
audio/aiff	.aif
audio/x-aiff	.aif
audio/aiff	.aifc
audio/x-aiff	.aifc
audio/aiff	.aiff
audio/x-aiff	.aiff
application/x-aim	.aim
text/x-audiosoft-intra	.aip
application/x-navi-animation	.ani
application/x-nokia-9000-communicator-add-on-software	.aos
application/mime	.aps
application/octet-stream	.arc
application/arj	.arj
application/octet-stream	.arj
image/x-jg	.art
video/x-ms-asf	.asf
text/x-asm	.asm
text/asp	.asp
application/x-mplayer2	.asx
video/x-ms-asf	.asx
video/x-ms-asf-plugin	.asx
audio/basic	.au
audio/x-au	.au
application/x-troff-msvideo	.avi
video/avi	.avi
video/msvideo	.avi
video/x-msvideo	.avi
video/avs-video	.avs
application/x-bcpio	.bcpio
application/mac-binary	.bin
application/macbinary	.bin
application/octet-stream	.bin
application/x-binary	.bin
application/x-macbinary	.bin
image/bmp	.bm
image/bmp	.bmp
image/x-windows-bmp	.bmp
application/book	.boo
application/book	.book
application/x-bzip2	.boz
application/x-bsh	.bsh
application/x-bzip	.bz
application/x-bzip2	.bz2
text/plain	.c
text/x-c	.c
text/plain	.c++
application/vnd.ms-pki.seccat	.cat
text/plain	.cc
text/x-c	.cc
application/clariscad	.ccad
application/x-cocoa	.cco
application/cdf	.cdf
application/x-cdf	.cdf
application/x-netcdf	.cdf
application/pkix-cert	.cer
application/x-x509-ca-cert	.cer
application/x-chat	.cha
application/x-chat	.chat
application/java	.class
application/java-byte-code	.class
application/x-java-class	.class
application/octet-stream	.com
text/plain	.com
text/plain	.conf
application/x-cpio	.cpio
text/x-c	.cpp
application/mac-compactpro	.cpt
application/x-compactpro	.cpt
application/x-cpt	.cpt
application/pkcs-crl	.crl
application/pkix-crl	.crl
application/pkix-cert	.crt
application/x-x509-ca-cert	.crt
application/x-x509-user-cert	.crt
application/x-csh	.csh
text/x-script.csh	.csh
application/x-pointplus	.css
text/css	.css
text/plain	.cxx
application/x-director	.dcr
application/x-deepv	.deepv
text/plain	.def
application/x-x509-ca-cert	.der
video/x-dv	.dif
application/x-director	.dir
video/dl	.dl
video/x-dl	.dl
application/msword	.doc
application/msword	.dot
application/commonground	.dp
application/drafting	.drw
application/octet-stream	.dump
video/x-dv	.dv
application/x-dvi	.dvi
drawing/x-dwf (old)	.dwf
model/vnd.dwf	.dwf
application/acad	.dwg
image/vnd.dwg	.dwg
image/x-dwg	.dwg
application/dxf	.dxf
image/vnd.dwg	.dxf
image/x-dwg	.dxf
application/x-director	.dxr
text/x-script.elisp	.el
application/x-bytecode.elisp (compiled elisp)	.elc
application/x-elc	.elc
application/x-envoy	.env
application/postscript	.eps
application/x-esrehber	.es
text/x-setext	.etx
application/envoy	.evy
application/x-envoy	.evy
application/octet-stream	.exe
text/plain	.f
text/x-fortran	.f
text/x-fortran	.f77
text/plain	.f90
text/x-fortran	.f90
application/vnd.fdf	.fdf
application/fractals	.fif
image/fif	.fif
video/fli	.fli
video/x-fli	.fli
image/florian	.flo
text/vnd.fmi.flexstor	.flx
video/x-atomic3d-feature	.fmf
text/plain	.for
text/x-fortran	.for
image/vnd.fpx	.fpx
image/vnd.net-fpx	.fpx
application/freeloader	.frl
audio/make	.funk
text/plain	.g
image/g3fax	.g3
image/gif	.gif
video/gl	.gl
video/x-gl	.gl
audio/x-gsm	.gsd
audio/x-gsm	.gsm
application/x-gsp	.gsp
application/x-gss	.gss
application/x-gtar	.gtar
application/x-compressed	.gz
application/x-gzip	.gz
application/x-gzip	.gzip
multipart/x-gzip	.gzip
text/plain	.h
text/x-h	.h
application/x-hdf	.hdf
application/x-helpfile	.help
application/vnd.hp-hpgl	.hgl
text/plain	.hh
text/x-h	.hh
text/x-script	.hlb
application/hlp	.hlp
application/x-helpfile	.hlp
application/x-winhelp	.hlp
application/vnd.hp-hpgl	.hpg
application/vnd.hp-hpgl	.hpgl
application/binhex	.hqx
application/binhex4	.hqx
application/mac-binhex	.hqx
application/mac-binhex40	.hqx
application/x-binhex40	.hqx
application/x-mac-binhex40	.hqx
application/hta	.hta
text/x-component	.htc
text/html	.htm
text/html	.html
text/html	.htmls
text/webviewhtml	.htt
text/html	.htx
x-conference/x-cooltalk	.ice
image/x-icon	.ico
text/plain	.idc
image/ief	.ief
image/ief	.iefs
application/iges	.iges
model/iges	.iges
application/iges	.igs
model/iges	.igs
application/x-ima	.ima
application/x-httpd-imap	.imap
application/inf	.inf
application/x-internett-signup	.ins
application/x-ip2	.ip
video/x-isvideo	.isu
audio/it	.it
application/x-inventor	.iv
i-world/i-vrml	.ivr
application/x-livescreen	.ivy
audio/x-jam	.jam
text/plain	.jav
text/x-java-source	.jav
text/plain	.java
text/x-java-source	.java
